listing_id,high,medium,low
6842621,0.1,0.75,0.15
6842669,0.05,0.47,0.48
6843347,0.0,0.75,0.25
6867705,0.03,0.82,0.15
6866852,0.0,0.76,0.24
6873808,0.0,0.85,0.15
6946092,0.01,0.73,0.26
6826502,0.09,0.77,0.14
6882938,0.05,0.64,0.31
6883491,0.0,0.98,0.02
6812584,0.13,0.54,0.33
6920894,0.08,0.26,0.66
6885344,0.0,0.62,0.38
6867724,0.05,0.81,0.14
6920906,0.06,0.49,0.45
6919292,0.0,0.97,0.03
6932292,0.0,0.91,0.09
6929847,0.04,0.9,0.06
7306314,0.01,0.88,0.11
6845790,0.19,0.16,0.65
6917081,0.68,0.28,0.04
6888993,0.1,0.21,0.69
6867149,0.05,0.75,0.2
6895969,0.0,0.47,0.53
6854458,0.03,0.83,0.14
6818455,0.62,0.21,0.17
6892016,0.0,0.87,0.13
6869902,0.01,0.92,0.07
6836602,0.0,0.41,0.59
6901581,0.0,0.99,0.01
6847646,0.0,0.97,0.03
6835962,0.13,0.4,0.47
6849243,0.0,0.94,0.06
6853466,0.06,0.88,0.06
6861755,0.08,0.9,0.02
6862041,0.0,0.98,0.02
6850638,0.09,0.76,0.15
6878892,0.07,0.3,0.63
6836978,0.0,0.94,0.06
6853546,0.08,0.68,0.24
6930015,0.01,0.81,0.18
6869956,0.0,0.94,0.06
6822679,0.0,0.99,0.01
6943499,0.0,0.98,0.02
6821974,0.01,0.86,0.13
6839458,0.0,0.95,0.05
6917032,0.58,0.16,0.26
6935860,0.04,0.62,0.34
6925491,0.05,0.45,0.5
6878453,0.04,0.75,0.21
6858978,0.02,0.71,0.27
6856687,0.37,0.17,0.46
6926242,0.02,0.88,0.1
6846792,0.0,0.93,0.07
6836952,0.0,1.0,0.0
6851001,0.02,0.71,0.27
6907879,0.03,0.74,0.23
6901852,0.0,1.0,0.0
6897087,0.0,0.98,0.02
6941875,0.0,0.76,0.24
6826224,0.05,0.52,0.43
6848441,0.22,0.19,0.59
6850612,0.01,0.86,0.13
6947739,0.0,0.8,0.2
6934750,0.01,0.82,0.17
6840633,0.05,0.94,0.01
6893815,0.02,0.88,0.1
6887343,0.04,0.45,0.51
6886972,0.01,0.86,0.13
6867572,0.02,0.78,0.2
6941321,0.3,0.27,0.43
6852036,0.01,0.91,0.08
6859217,0.0,0.92,0.08
6869610,0.01,0.83,0.16
6815992,0.02,0.94,0.04
6860294,0.0,0.85,0.15
6889457,0.07,0.33,0.6
6829711,0.04,0.87,0.09
6845860,0.1,0.79,0.11
6912880,0.0,0.69,0.31
6915602,0.1,0.64,0.26
6861251,0.01,0.91,0.08
6875694,0.26,0.31,0.43
6868791,0.12,0.25,0.63
6848505,0.01,0.94,0.05
6825947,0.12,0.41,0.47
6865143,0.01,0.61,0.38
6878304,0.02,0.88,0.1
6942874,0.07,0.67,0.26
6842938,0.77,0.18,0.05
6905872,0.01,0.92,0.07
6845004,0.0,0.99,0.01
6929086,0.02,0.77,0.21
6914344,0.0,0.94,0.06
6910399,0.05,0.83,0.12
6914554,0.02,0.71,0.27
6861164,0.29,0.62,0.09
6857910,0.0,0.86,0.14
6900407,0.01,0.91,0.08
6922229,0.07,0.76,0.17
6912492,0.0,0.97,0.03
6907395,0.02,0.71,0.27
6819912,0.11,0.82,0.07
6844819,0.18,0.41,0.41
6892562,0.0,0.93,0.07
6890697,0.05,0.86,0.09
6815576,0.09,0.59,0.32
6829659,0.01,0.65,0.34
6914604,0.05,0.85,0.1
6872923,0.16,0.53,0.31
6899489,0.02,0.85,0.13
6862016,0.05,0.75,0.2
6845003,0.26,0.56,0.18
6844383,0.02,0.85,0.13
6879141,0.0,0.94,0.06
6865228,0.0,0.99,0.01
6915379,0.0,0.88,0.12
6927329,0.04,0.77,0.19
6842581,0.35,0.32,0.33
6877117,0.1,0.61,0.29
6851396,0.11,0.57,0.32
6898022,0.05,0.88,0.07
6840535,0.03,0.84,0.13
6945364,0.02,0.6,0.38
6856025,0.0,0.96,0.04
6836535,0.0,0.95,0.05
6820192,0.08,0.82,0.1
6833597,0.0,0.85,0.15
6819702,0.09,0.76,0.15
6847088,0.04,0.13,0.83
6841804,0.06,0.72,0.22
6854717,0.01,0.98,0.01
6860861,0.03,0.3,0.67
6924418,0.0,0.79,0.21
6820457,0.0,0.99,0.01
6924971,0.05,0.37,0.58
6887287,0.0,1.0,0.0
6876044,0.0,0.97,0.03
7202146,0.05,0.92,0.03
6823135,0.12,0.41,0.47
6904076,0.0,0.76,0.24
6860188,0.41,0.46,0.13
6936510,0.12,0.67,0.21
6849602,0.0,0.87,0.13
6851448,0.03,0.1,0.87
6918223,0.0,0.19,0.81
6862124,0.08,0.5,0.42
6844592,0.02,0.85,0.13
6928356,0.48,0.34,0.18
6848017,0.15,0.43,0.42
6815616,0.12,0.3,0.58
6819340,0.0,0.99,0.01
6880839,0.13,0.72,0.15
6874120,0.06,0.8,0.14
6892193,0.03,0.88,0.09
6872936,0.0,0.96,0.04
6948026,0.0,0.61,0.39
6935397,0.73,0.19,0.08
6820596,0.03,0.84,0.13
6903663,0.17,0.75,0.08
6885693,0.49,0.15,0.36
6948492,0.01,0.73,0.26
6837454,0.2,0.29,0.51
6946231,0.04,0.81,0.15
6898666,0.01,0.83,0.16
6874191,0.05,0.61,0.34
6836436,0.03,0.7,0.27
6909643,0.02,0.98,0.0
6948100,0.21,0.73,0.06
6832296,0.04,0.8,0.16
6911274,0.2,0.54,0.26
6926203,0.17,0.77,0.06
6840260,0.3,0.19,0.51
6858020,0.0,0.99,0.01
6928823,0.15,0.05,0.8
6867029,0.05,0.7,0.25
6947972,0.34,0.41,0.25
6828877,0.06,0.32,0.62
6839928,0.0,0.96,0.04
6831908,0.15,0.59,0.26
6825253,0.04,0.79,0.17
6855501,0.01,0.97,0.02
6873626,0.0,0.89,0.11
6937689,0.02,0.94,0.04
6869286,0.0,0.75,0.25
6938995,0.02,0.56,0.42
6899593,0.08,0.68,0.24
6900960,0.01,0.75,0.24
6938465,0.04,0.88,0.08
6876097,0.0,0.4,0.6
6911413,0.01,0.81,0.18
6871186,0.09,0.76,0.15
6930834,0.04,0.76,0.2
6946808,0.0,0.79,0.21
6898887,0.04,0.63,0.33
6944550,0.29,0.41,0.3
6880236,0.1,0.74,0.16
6894741,0.01,0.94,0.05
6896777,0.03,0.29,0.68
6905156,0.0,0.93,0.07
6870223,0.04,0.62,0.34
6839782,0.06,0.51,0.43
6909475,0.0,0.99,0.01
6842786,0.05,0.41,0.54
6868469,0.0,0.86,0.14
6864775,0.04,0.83,0.13
6882168,0.02,0.23,0.75
6913674,0.03,0.84,0.13
6859838,0.02,0.77,0.21
6937265,0.03,0.84,0.13
6857110,0.01,0.83,0.16
6868121,0.07,0.29,0.64
6819068,0.09,0.57,0.34
6872340,0.0,1.0,0.0
6888474,0.01,0.91,0.08
6889733,0.07,0.37,0.56
6844472,0.06,0.35,0.59
6885962,0.03,0.89,0.08
6901313,0.04,0.62,0.34
6862699,0.0,0.72,0.28
6822530,0.32,0.27,0.41
6842683,0.0,0.98,0.02
6904667,0.24,0.05,0.71
6859779,0.01,0.8,0.19
6852306,0.03,0.62,0.35
7174076,0.01,0.68,0.31
6816623,0.08,0.47,0.45
6844512,0.89,0.04,0.07
6851942,0.05,0.53,0.42
6914092,0.0,1.0,0.0
6828168,0.01,0.79,0.2
6922542,0.04,0.6,0.36
6922868,0.03,0.9,0.07
6909813,0.38,0.5,0.12
6905487,0.01,0.65,0.34
6831263,0.51,0.21,0.28
6908946,0.1,0.24,0.66
6856574,0.15,0.84,0.01
6914916,0.15,0.22,0.63
6870011,0.0,0.95,0.05
6905592,0.0,0.91,0.09
6851923,0.02,0.98,0.0
6852436,0.01,0.91,0.08
6948145,0.04,0.62,0.34
6823164,0.07,0.77,0.16
6815737,0.03,0.87,0.1
6902772,0.06,0.83,0.11
6861095,0.03,0.79,0.18
6820652,0.01,0.35,0.64
7254047,0.01,0.96,0.03
6825696,0.0,0.94,0.06
6925354,0.0,0.99,0.01
6900422,0.0,0.93,0.07
6876665,0.0,0.59,0.41
6856583,0.02,0.94,0.04
6838801,0.02,0.97,0.01
6883473,0.0,0.97,0.03
6851920,0.01,0.68,0.31
6872402,0.05,0.33,0.62
6932478,0.25,0.16,0.59
6918410,0.0,1.0,0.0
6923088,0.04,0.24,0.72
6899472,0.0,0.82,0.18
6870888,0.0,0.98,0.02
6927450,0.03,0.78,0.19
6839158,0.11,0.44,0.45
6887805,0.07,0.69,0.24
6893115,0.01,0.66,0.33
6943540,0.36,0.37,0.27
6851148,0.0,0.98,0.02
6878122,0.02,0.33,0.65
6907622,0.08,0.2,0.72
6895272,0.09,0.58,0.33
6814871,0.14,0.7,0.16
6903540,0.03,0.85,0.12
6920413,0.01,0.93,0.06
6921118,0.01,0.41,0.58
6888687,0.0,0.94,0.06
6822662,0.0,0.83,0.17
6944728,0.0,0.99,0.01
6875922,0.02,0.91,0.07
6845953,0.26,0.1,0.64
6819408,0.0,0.23,0.77
6860388,0.36,0.28,0.36
6936768,0.01,0.88,0.11
6946058,0.01,0.91,0.08
6934841,0.01,0.89,0.1
6842890,0.08,0.6,0.32
6902703,0.01,0.82,0.17
6887409,0.0,0.83,0.17
6851350,0.03,0.83,0.14
6826458,0.08,0.08,0.84
6867625,0.19,0.5,0.31
6860083,0.0,1.0,0.0
6883967,0.07,0.52,0.41
6928735,0.0,0.92,0.08
6833161,0.43,0.19,0.38
6850277,0.03,0.82,0.15
6944910,0.19,0.12,0.69
6862392,0.06,0.7,0.24
6835435,0.0,0.97,0.03
6924007,0.0,1.0,0.0
6839798,0.03,0.62,0.35
6854545,0.0,0.92,0.08
6927956,0.0,0.25,0.75
6865289,0.25,0.52,0.23
6937779,0.02,0.69,0.29
6907503,0.02,0.78,0.2
6872029,0.35,0.35,0.3
6941015,0.01,0.88,0.11
6877168,0.01,0.76,0.23
6916113,0.98,0.0,0.02
6836672,0.0,0.89,0.11
6928712,0.05,0.35,0.6
6852532,0.0,0.82,0.18
6915538,0.07,0.41,0.52
6856990,0.0,0.58,0.42
6861640,0.02,0.74,0.24
6929426,0.0,0.96,0.04
6940141,0.09,0.48,0.43
7601088,0.24,0.72,0.04
6828511,0.0,0.86,0.14
6867428,0.05,0.32,0.63
6821704,0.01,0.71,0.28
6855049,0.0,0.74,0.26
6872380,0.01,0.86,0.13
6831328,0.16,0.61,0.23
6829389,0.03,0.87,0.1
6920243,0.18,0.56,0.26
6819476,0.14,0.36,0.5
6938222,0.04,0.64,0.32
6878780,0.04,0.32,0.64
6851487,0.02,0.33,0.65
6907603,0.4,0.25,0.35
6933985,0.0,1.0,0.0
6880924,0.05,0.64,0.31
6825361,0.33,0.3,0.37
6853403,0.51,0.11,0.38
6886109,0.01,0.98,0.01
6888392,0.04,0.86,0.1
6897785,0.01,0.84,0.15
6848726,0.0,1.0,0.0
6864520,0.19,0.49,0.32
6860621,0.0,0.55,0.45
6893513,0.09,0.3,0.61
6927717,0.13,0.38,0.49
6891528,0.06,0.69,0.25
6926910,0.0,0.69,0.31
6941518,0.0,0.96,0.04
6859558,0.17,0.22,0.61
6888596,0.03,0.67,0.3
6923609,0.09,0.67,0.24
6834165,0.04,0.82,0.14
7114194,0.0,0.29,0.71
6843541,0.2,0.36,0.44
6848836,0.05,0.74,0.21
6850575,0.16,0.2,0.64
6944843,0.11,0.78,0.11
6843473,0.25,0.27,0.48
6817862,0.12,0.65,0.23
6894535,0.02,0.94,0.04
6871709,0.09,0.54,0.37
6856221,0.01,0.71,0.28
6866065,0.02,0.84,0.14
6864604,0.0,0.44,0.56
6878719,0.05,0.81,0.14
6812045,0.0,0.29,0.71
6832481,0.0,0.95,0.05
6843706,0.0,0.19,0.81
6878795,0.17,0.43,0.4
6913093,0.08,0.61,0.31
6818211,0.0,0.62,0.38
6858690,0.12,0.61,0.27
6849268,0.01,0.82,0.17
6864424,0.27,0.15,0.58
6933151,0.02,0.64,0.34
6934263,0.0,0.61,0.39
6865844,0.0,0.51,0.49
6819590,0.0,0.99,0.01
6838788,0.01,0.91,0.08
6871666,0.01,0.75,0.24
6860550,0.1,0.63,0.27
6902669,0.01,0.88,0.11
6846957,0.39,0.39,0.22
6882066,0.0,0.97,0.03
6928905,0.0,0.98,0.02
6860248,0.03,0.8,0.17
6901662,0.01,0.42,0.57
6854366,0.2,0.72,0.08
6941145,0.31,0.6,0.09
6897712,0.01,0.73,0.26
6902117,0.03,0.97,0.0
6814739,0.0,0.94,0.06
6835948,0.14,0.38,0.48
6824518,0.18,0.53,0.29
6944239,0.03,0.59,0.38
6851999,0.02,0.92,0.06
6860941,0.01,0.91,0.08
6845203,0.02,0.85,0.13
6854952,0.88,0.07,0.05
6866917,0.01,0.91,0.08
6857236,0.0,0.93,0.07
6823429,0.05,0.8,0.15
6842495,0.0,0.92,0.08
6937015,0.0,0.96,0.04
6835417,0.02,0.66,0.32
6917058,0.08,0.69,0.23
6817589,0.49,0.37,0.14
6884985,0.01,0.96,0.03
6887736,0.48,0.09,0.43
6860820,0.0,0.86,0.14
6908139,0.04,0.58,0.38
6913994,0.2,0.61,0.19
6886716,0.1,0.26,0.64
6821770,0.0,0.97,0.03
6813878,0.0,0.82,0.18
6917273,0.01,0.82,0.17
6907550,0.0,0.81,0.19
6824016,0.33,0.41,0.26
6849786,0.03,0.87,0.1
6877054,0.0,0.9,0.1
6946979,0.21,0.58,0.21
6861538,0.02,0.93,0.05
6884080,0.02,0.79,0.19
6947576,0.01,0.65,0.34
6812195,0.02,0.93,0.05
6847820,0.01,0.9,0.09
6876732,0.02,0.73,0.25
6936875,0.03,0.81,0.16
6854141,0.11,0.5,0.39
6938964,0.15,0.7,0.15
6938974,0.02,0.67,0.31
6880296,0.0,0.97,0.03
6876194,0.12,0.56,0.32
6909571,0.03,0.74,0.23
6813706,0.05,0.44,0.51
6886637,0.04,0.65,0.31
6936149,0.18,0.58,0.24
6828587,0.04,0.64,0.32
6947981,0.12,0.54,0.34
6932269,0.41,0.27,0.32
6882128,0.0,0.51,0.49
6887534,0.07,0.91,0.02
6936919,0.13,0.3,0.57
6911779,0.0,0.98,0.02
6933535,0.09,0.54,0.37
6859746,0.01,0.99,0.0
6868181,0.02,0.67,0.31
6903710,0.04,0.7,0.26
6831218,0.03,0.59,0.38
6866066,0.17,0.5,0.33
6886556,0.38,0.37,0.25
6948375,0.39,0.44,0.17
6882273,0.03,0.22,0.75
6933255,0.02,0.56,0.42
6846754,0.04,0.91,0.05
6817517,0.12,0.65,0.23
6895153,0.01,0.76,0.23
6856247,0.16,0.75,0.09
6816819,0.01,0.85,0.14
6844024,0.1,0.61,0.29
6878133,0.5,0.25,0.25
6851222,0.0,0.98,0.02
6849382,0.18,0.53,0.29
6882662,0.05,0.67,0.28
6856976,0.0,0.74,0.26
6937563,0.0,0.99,0.01
6862012,0.0,0.98,0.02
6882264,0.0,0.99,0.01
6832010,0.0,0.99,0.01
6855454,0.0,0.92,0.08
6937959,0.03,0.7,0.27
6939167,0.21,0.18,0.61
6915918,0.01,0.9,0.09
6811983,0.06,0.74,0.2
6932105,0.02,0.23,0.75
6825594,0.01,0.97,0.02
6838859,0.03,0.82,0.15
6864145,0.0,0.99,0.01
6925549,0.29,0.16,0.55
6825613,0.01,0.59,0.4
6921947,0.0,0.52,0.48
6890201,0.02,0.64,0.34
6823717,0.02,0.88,0.1
6934203,0.33,0.5,0.17
6925605,0.04,0.37,0.59
6937996,0.64,0.26,0.1
6820557,0.16,0.4,0.44
6829066,0.01,0.89,0.1
6832120,0.08,0.5,0.42
6887317,0.0,0.29,0.71
6841189,0.09,0.66,0.25
6927410,0.0,0.88,0.12
6912909,0.12,0.52,0.36
6875652,0.0,0.92,0.08
6838383,0.01,0.95,0.04
6908025,0.0,0.3,0.7
6891763,0.0,0.98,0.02
6944077,0.0,0.99,0.01
6830080,0.09,0.83,0.08
6820703,0.0,0.99,0.01
6945519,0.0,0.99,0.01
6848385,0.08,0.42,0.5
6926902,0.07,0.53,0.4
6944723,0.0,0.88,0.12
6869888,0.0,0.99,0.01
6898550,0.01,0.23,0.76
6935531,0.63,0.03,0.34
6914326,0.0,0.99,0.01
6902853,0.0,0.87,0.13
6828624,0.04,0.68,0.28
6829295,0.73,0.08,0.19
6816499,0.0,0.87,0.13
6819992,0.0,0.98,0.02
6833541,0.02,0.5,0.48
6842594,0.29,0.42,0.29
6941738,0.0,0.95,0.05
6882183,0.01,0.75,0.24
6870229,0.04,0.72,0.24
6866044,0.0,0.98,0.02
6913883,0.29,0.37,0.34
6847814,0.05,0.27,0.68
6932447,0.2,0.31,0.49
6917918,0.0,0.96,0.04
6915809,0.24,0.66,0.1
6894737,0.55,0.26,0.19
6875484,0.19,0.19,0.62
6861343,0.55,0.13,0.32
6868253,0.05,0.71,0.24
6877469,0.05,0.83,0.12
6930012,0.03,0.82,0.15
6877057,0.02,0.86,0.12
6929196,0.03,0.55,0.42
6869341,0.0,0.85,0.15
6823987,0.05,0.9,0.05
6932117,0.09,0.42,0.49
6947369,0.32,0.16,0.52
6890529,0.37,0.32,0.31
6868000,0.06,0.22,0.72
6932967,0.0,0.98,0.02
6930417,0.0,0.59,0.41
6871561,0.2,0.11,0.69
6827671,0.0,0.97,0.03
6948096,0.15,0.27,0.58
6936338,0.08,0.27,0.65
6907606,0.19,0.5,0.31
6870972,0.13,0.81,0.06
6926378,0.03,0.76,0.21
6829530,0.03,0.83,0.14
6891025,0.08,0.55,0.37
6855615,0.18,0.36,0.46
6883896,0.13,0.8,0.07
6814141,0.0,0.92,0.08
6826250,0.34,0.43,0.23
6904107,0.08,0.86,0.06
6881022,0.21,0.72,0.07
6821266,0.01,0.87,0.12
6827798,0.02,0.91,0.07
6922111,0.0,0.81,0.19
6847534,0.02,0.95,0.03
6841066,0.04,0.69,0.27
6875132,0.01,0.92,0.07
6870357,0.02,0.65,0.33
6915878,0.01,0.47,0.52
6858474,0.0,0.92,0.08
6868518,0.03,0.35,0.62
6876525,0.03,0.85,0.12
6920986,0.04,0.76,0.2
6839262,0.03,0.33,0.64
6943963,0.0,0.98,0.02
6879703,0.06,0.47,0.47
6897077,0.01,0.74,0.25
7239427,0.02,0.93,0.05
6855664,0.09,0.66,0.25
6831454,0.03,0.84,0.13
6855718,0.0,0.99,0.01
6871025,0.02,0.53,0.45
6908924,0.0,0.83,0.17
6816184,0.0,0.87,0.13
6897420,0.02,0.78,0.2
6879316,0.0,0.97,0.03
6859789,0.09,0.56,0.35
6874849,0.0,1.0,0.0
6948488,0.55,0.33,0.12
6943600,0.04,0.68,0.28
6914189,0.0,0.91,0.09
6878812,0.0,0.11,0.89
6871330,0.0,0.89,0.11
6889389,0.0,0.88,0.12
6902979,0.0,0.81,0.19
6863395,0.03,0.86,0.11
6890128,0.11,0.65,0.24
6890631,0.0,0.99,0.01
6862180,0.01,0.94,0.05
6904500,0.01,0.7,0.29
6865425,0.08,0.68,0.24
6902854,0.02,0.77,0.21
6916932,0.08,0.35,0.57
6829217,0.0,0.99,0.01
6821227,0.13,0.48,0.39
6880978,0.0,0.79,0.21
6861032,0.02,0.87,0.11
6946772,0.09,0.69,0.22
6920239,0.53,0.11,0.36
6919991,0.04,0.74,0.22
6838665,0.03,0.79,0.18
6862413,0.03,0.46,0.51
6816382,0.09,0.79,0.12
6870845,0.02,0.83,0.15
6885301,0.02,0.89,0.09
6864287,0.0,0.82,0.18
6829334,0.05,0.58,0.37
6895782,0.0,0.53,0.47
6821746,0.01,0.95,0.04
6892533,0.03,0.82,0.15
6898525,0.0,0.87,0.13
6909461,0.0,0.98,0.02
6918750,0.02,0.81,0.17
6882863,0.01,0.73,0.26
6817891,0.01,0.94,0.05
6886557,0.57,0.14,0.29
6830406,0.0,0.89,0.11
6921512,0.0,0.98,0.02
6935248,0.01,0.95,0.04
6819960,0.05,0.68,0.27
6851885,0.01,0.68,0.31
6832436,0.0,0.51,0.49
6813961,0.06,0.58,0.36
6924454,0.25,0.25,0.5
6911726,0.01,0.89,0.1
6927582,0.0,0.77,0.23
6914186,0.04,0.89,0.07
6819689,0.11,0.65,0.24
6847896,0.01,0.81,0.18
6868596,0.22,0.34,0.44
6943043,0.23,0.72,0.05
6838532,0.03,0.65,0.32
6905451,0.09,0.42,0.49
6942314,0.0,0.99,0.01
6897602,0.02,0.86,0.12
6845924,0.11,0.71,0.18
6870481,0.01,0.67,0.32
6917685,0.02,0.93,0.05
6855811,0.01,0.97,0.02
6839516,0.01,0.71,0.28
6854398,0.01,0.99,0.0
6937264,0.08,0.63,0.29
6936957,0.06,0.61,0.33
6844550,0.29,0.35,0.36
6875688,0.18,0.39,0.43
7272803,0.08,0.87,0.05
6910837,0.04,0.94,0.02
6832029,0.03,0.16,0.81
6902146,0.02,0.84,0.14
6921805,0.0,0.97,0.03
6894994,0.0,0.8,0.2
6846252,0.0,0.75,0.25
6890265,0.0,0.82,0.18
6838414,0.01,0.48,0.51
6919573,0.01,0.72,0.27
6893144,0.05,0.6,0.35
6867321,0.1,0.32,0.58
6832781,0.23,0.44,0.33
6930754,0.01,0.81,0.18
6939089,0.43,0.11,0.46
6878517,0.18,0.65,0.17
6910888,0.02,0.73,0.25
6857075,0.33,0.01,0.66
6889996,0.04,0.27,0.69
6935089,0.0,0.96,0.04
6840721,0.03,0.92,0.05
6880835,0.06,0.71,0.23
6932939,0.0,0.79,0.21
6818940,0.02,0.93,0.05
6879379,0.1,0.47,0.43
6818934,0.04,0.88,0.08
6832106,0.05,0.61,0.34
6867528,0.32,0.25,0.43
6878864,0.0,0.91,0.09
6874931,0.02,0.87,0.11
6905112,0.01,0.91,0.08
6834607,0.0,0.99,0.01
6866156,0.0,0.95,0.05
6882267,0.02,0.4,0.58
6895127,0.31,0.6,0.09
6904789,0.0,1.0,0.0
6938200,0.04,0.84,0.12
6931903,0.03,0.31,0.66
6878123,0.09,0.88,0.03
6870728,0.02,0.79,0.19
6836123,0.15,0.41,0.44
6851369,0.0,0.91,0.09
6895150,0.0,0.22,0.78
6839634,0.08,0.16,0.76
6877380,0.05,0.83,0.12
6912935,0.03,0.72,0.25
6931119,0.53,0.11,0.36
6903806,0.0,0.95,0.05
6854443,0.0,0.95,0.05
6915755,0.2,0.45,0.35
6893281,0.0,0.51,0.49
6899842,0.0,0.81,0.19
6937669,0.02,0.68,0.3
6826345,0.03,0.83,0.14
6908042,0.0,0.99,0.01
6813856,0.24,0.63,0.13
6862090,0.0,0.96,0.04
6873832,0.12,0.41,0.47
6917109,0.01,0.8,0.19
6899048,0.0,0.94,0.06
6815963,0.35,0.35,0.3
6885303,0.47,0.2,0.33
6942295,0.01,0.9,0.09
6818228,0.06,0.37,0.57
6855351,0.08,0.8,0.12
6858857,0.11,0.66,0.23
6929239,0.02,0.75,0.23
6910983,0.0,0.62,0.38
6910110,0.02,0.52,0.46
6831410,0.13,0.32,0.55
6870346,0.01,0.88,0.11
6945433,0.0,0.98,0.02
6947501,0.53,0.13,0.34
6859210,0.0,0.93,0.07
6935702,0.02,0.97,0.01
6865116,0.05,0.38,0.57
6867942,0.0,0.99,0.01
6927498,0.03,0.1,0.87
6900941,0.02,0.96,0.02
6866646,0.01,0.88,0.11
6829558,0.12,0.32,0.56
6940678,0.18,0.24,0.58
6814049,0.0,0.63,0.37
6942534,0.46,0.38,0.16
6912651,0.0,1.0,0.0
6868291,0.19,0.44,0.37
6822024,0.07,0.46,0.47
6856266,0.15,0.39,0.46
6871592,0.0,1.0,0.0
6932493,0.02,0.26,0.72
6852667,0.26,0.45,0.29
6814065,0.06,0.87,0.07
6919510,0.19,0.5,0.31
6829884,0.15,0.7,0.15
6826531,0.0,0.9,0.1
6917728,0.0,0.92,0.08
6843737,0.0,0.48,0.52
6927520,0.0,0.99,0.01
6939269,0.16,0.5,0.34
6940384,0.09,0.4,0.51
6855797,0.0,1.0,0.0
6870462,0.0,0.93,0.07
6846232,0.0,0.77,0.23
6824167,0.01,0.46,0.53
6832511,0.01,0.95,0.04
6913463,0.38,0.47,0.15
6919540,0.0,0.87,0.13
6878012,0.04,0.93,0.03
6908016,0.0,0.94,0.06
6884505,0.02,0.6,0.38
6904518,0.0,0.8,0.2
6886113,0.73,0.11,0.16
6902064,0.02,0.59,0.39
6933098,0.01,0.71,0.28
6851382,0.09,0.71,0.2
6849730,0.01,0.9,0.09
6817081,0.25,0.46,0.29
6821737,0.03,0.82,0.15
6865213,0.0,0.99,0.01
6834662,0.02,0.42,0.56
6924713,0.01,0.97,0.02
6872300,0.02,0.91,0.07
6868152,0.0,0.94,0.06
6920251,0.0,0.97,0.03
6840544,0.0,0.74,0.26
6833806,0.05,0.93,0.02
6942574,0.0,0.94,0.06
6927847,0.57,0.29,0.14
6913594,0.64,0.14,0.22
6935672,0.0,0.96,0.04
6932894,0.0,1.0,0.0
6924002,0.01,0.96,0.03
6863107,0.59,0.18,0.23
6875842,0.5,0.11,0.39
6940918,0.02,0.87,0.11
6824239,0.12,0.68,0.2
6812441,0.1,0.72,0.18
6849924,0.06,0.77,0.17
6877306,0.05,0.83,0.12
6940179,0.96,0.01,0.03
6813244,0.01,0.7,0.29
6836412,0.0,0.98,0.02
6910630,0.02,0.72,0.26
6922658,0.12,0.7,0.18
6839204,0.14,0.46,0.4
6946912,0.5,0.45,0.05
6862776,0.14,0.71,0.15
6831894,0.01,0.87,0.12
6934281,0.01,0.91,0.08
6854510,0.11,0.58,0.31
6824693,0.01,0.91,0.08
6822255,0.16,0.35,0.49
6895534,0.04,0.77,0.19
6938192,0.11,0.21,0.68
6879757,0.03,0.65,0.32
6940241,0.0,0.96,0.04
6898972,0.69,0.13,0.18
6898007,0.0,0.75,0.25
6894843,0.07,0.45,0.48
6818552,0.08,0.72,0.2
6892550,0.18,0.5,0.32
6854205,0.05,0.86,0.09
6939647,0.0,0.81,0.19
6854109,0.0,0.95,0.05
6831134,0.01,0.91,0.08
6898261,0.0,0.65,0.35
6833247,0.02,0.61,0.37
6924952,0.0,0.56,0.44
6856435,0.48,0.31,0.21
6884167,0.11,0.79,0.1
6882538,0.01,0.34,0.65
6942639,0.04,0.45,0.51
6898808,0.01,0.72,0.27
6940239,0.05,0.43,0.52
6894160,0.0,0.94,0.06
6878567,0.06,0.76,0.18
6941591,0.03,0.34,0.63
6886123,0.21,0.24,0.55
6840894,0.06,0.86,0.08
6866473,0.05,0.72,0.23
6885885,0.04,0.56,0.4
6931422,0.05,0.86,0.09
6886829,0.01,0.9,0.09
6858443,0.0,0.84,0.16
6885341,0.06,0.72,0.22
6915719,0.0,0.99,0.01
6837411,0.01,0.06,0.93
6926325,0.01,0.91,0.08
6937160,0.28,0.59,0.13
6896731,0.05,0.57,0.38
6899800,0.0,0.99,0.01
6923929,0.06,0.76,0.18
6891010,0.13,0.13,0.74
6846125,0.04,0.63,0.33
6875781,0.02,0.9,0.08
6866578,0.28,0.67,0.05
6835173,0.3,0.31,0.39
6906218,0.01,0.18,0.81
6915392,0.02,0.7,0.28
6819578,0.01,0.9,0.09
6834005,0.41,0.45,0.14
6905057,0.01,0.81,0.18
6918613,0.01,0.66,0.33
6933285,0.0,0.91,0.09
6844353,0.25,0.52,0.23
6867923,0.0,0.88,0.12
6833281,0.01,0.81,0.18
6826895,0.0,0.83,0.17
6872528,0.84,0.07,0.09
6818715,0.0,0.66,0.34
6827677,0.02,0.87,0.11
6826660,0.25,0.54,0.21
6858263,0.01,0.63,0.36
6858900,0.0,0.96,0.04
6813133,0.06,0.62,0.32
6828740,0.0,0.87,0.13
6876896,0.0,0.96,0.04
6906871,0.0,0.88,0.12
6871610,0.07,0.52,0.41
6934182,0.12,0.84,0.04
6921382,0.04,0.42,0.54
6841746,0.0,0.97,0.03
7254131,0.0,1.0,0.0
6908621,0.0,0.88,0.12
